"SpeciesNum","SpeciesName","DataEntryName","SpecCode","SpecTSN","WebName","WebTSN","SpecAddDate","SpecNotes","SpecSSPGroup"
"208","UID Orange Fungus Bryozoan","UID Orange Fungus Bryozoan","UIDOFB",NULL,"Gymnolaemata","155471","20100610","An orange bzoan crust that flares up around edges to look like a fungus; very similar to this image (http://seanet.stanford.edu/Bryozoa/index.html#Membranipora_fusca) of Membranipora fusca and (http://www2.ucsc.edu/seymourcenter/Inverts/Bryozoa/Hippoporina_insculpta/Hippoporina_insculpta.html) of Hippoporina insculpta, among others, so I'm unsure of the ID","bryozoan"
"209","Sand","Sand","Sandxx",NULL,,"drop","20100610","And sand or sediment smaller than cobble","none"
"210","Bossiella","Bossiella","Bossie","12441","Bossiella","12441","20100610","the big chunky one like whats common on the low shore in the lower 48","red alga"
"211","Patiria miniata","Patiria miniata","Patmin","157133",,,"20100611","webbed star, like Dermas but darker and leatherier","star"
"212","Cucumaria miniata","Cucumaria miniata","Cucmin",NULL,"Cucumaria","158191","20100611","Large orange cucumber; up through 20100618 I thought they were Parastichipus, but based on what sarah told me and lots of photo-browsing I think they were all Cucmin (20100715)","cucumber"
"213","Styela","Styela","Styela",NULL,"Styela","159300","20100611","orange tunicate on stalk","tunicate"
"214","Polynoidae","Scale Worm Complex","Polyno","64397","Polynoidae","64397","20100611","scale worm family; many many genera","worm"
"215","UID Scallop Complex","UID Scallop Complex","ScaCom","san140",,"drop","20100611","scallops make up some but not all genera in the family Pectinidae","bivalve"
"217","Placiphorella velata","Placiphorella velata","Plavel",NULL,,,"20100611","carnivorous chiton!","chiton"
"218","Rhodymenia spp","Rhodymenia spp","Rhospp","12753",,,"20100611","Small red blades like cpleura, but a little firmer with lobate rounded tips; I'm not sure everything going into this group is in this genus, but it's a good guess","red alga"
"221","Balanophyllia elegans","Balanophyllia elegans","Balele",NULL,,"drop","20100611","hard orange cups; cool; photo on 20100611; sarah could ID off-hand; she's certain of the ID from 20100611","cup coral"
"224","Epiactis prolifera","Epiactis prolifera","Epipro","52563","Epiactis","52562","20100612","little brown anemone often with white stripes around base and little brooded babies on column","anemone"
"225","Flustrellidra","Flustrellidra","Fluspp",NULL,"Gymnolaemata","155471","20100614","upright fuzzy mittens","bryozoan"
"227","Constantinea rosa-marina","Constantinea rosa-marina","Conros",NULL,NULL,"drop","20130724","Conros has entire blades and no veins on underside of blade (compared to Consub)","red alga"
"228","Siphonaria thersites","Siphonaria thersites","Sipthe","76444","Siphonaria thersites","76444","20100614",NULL,"limpet"
"229","Tubulanus spp","Tubulanus spp","Tubspp","57416",,"drop","20100615","really long (up to 3m) skinny bright red nemertean; probably T polymorphus","worm"
"230","Megaceryle alcyon","Megaceryle alcyon","Megalc",NULL,,"drop","20100615","kingfisher","bird"
"231","Corvus brachyrhynchos","Corvus brachyrhynchos","Corbra","179731",,"drop","20100615","american crow","bird"
"232","Dirona albolineata","Dirona albolineata","Diralb","78580",,,"20100615","all white nudibranch with bright white trim and tips","nudibranch"
"233","Cancer gracilis","Cancer gracilis","Cangra","98676","Cancer","98671","20100615","similar to Canore and Canpro, but white claw tips, and often larger (to 4.5in wide); distinguished from Canmag by widest at carapace 2nd to last (9th) spine, instead of last (10th) spine","crab"
"234","Ophiurida","Ophiurida","Ophiur","157382","Ophiuroidea","157325","20100615","Class containing all brittle stars","star"
"235","Anthopleura artemesia","Anthopleura artemesia","Antart",NULL,"Anthopleura","52551","20100615","often buried in sand, white lines on tents.  Perhaps also includes A orientalis (see pics on actiniaria.com).","anemone"
"236","Gymnogongrus Complex","Gymnogongrus Complex","GymCom",NULL,,"drop","20100616","all wiry little red seaweeds; a complex because it probably includes ahnfeltia/opsis, etc","red alga"
"241","Nucella lima","N lima","Nuclim","73296","Nucella lima","73296","20130618",NULL,"whelk"
"242","Palmaria","Palmaria","Palspp","12841","Palmaria","12841","20130618",NULL,"red alga"
"243","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","Strdro","157969","Strongylocentrotus droebachiensis","157969","20130618","green urchins","urchin"
"244","Cymathere triplicata","Cymathere triplicata","Cymtri","11253",,"drop","20130618",NULL,"brown alga"
"245","Cirratulus spectabilis","Cirratulus spectabilis","Cirspe","67120","Terebellidae","67899","20130618","spagetti worm with red tentacles","worm"
"246","Schizobranchia insignis","Schizobranchia insignis","Schins","68149","Sabellidae","68076","20130618","big tube worm; semisoft tube","worm"
"248","Anthopleura","Anthopleura","Antspp","52551","Anthopleura","52551","20130630","Things that look like Anthopleura.  On Kodiak, very common and probably A artemesia.  Elsewhere, who knows, but reasonably certain they're at least Anthopleura spp.  Ohh on Kiska I bet they're also A orientalis (see pics on actiniaria.com)","anemone"
"249","Margarites pupillus","Margarites pupillus","Marpup","69887","Trochidae","69794","20130630","Small pink snail with hole on underside","snail"
"250","Gymnolaemata Erect","Gymnolaemata Erect","GymEre","155471","Gymnolaemata","155471","20130630","Upright bryozoans","bryozoan"
"251","Urticina grebelnyi","Urticina grebelnyi","Urtgre",NULL,"Urticina","52569","20130630","Christmas colors; may also include Urticina crassicornis","anemone"
"252","Soranthera ulvoidea","Soranthera ulvoidea","Sorulv","11066",,"drop","20130630","bubbly","brown alga"
"254","Cystoseira geminata","Cystoseira geminata","Cysgem","11366","Cystoseira","11365","20130630",NULL,"brown alga"
"255","Coilodesme fucicola","Coilodesme fucicola","Coifuc",NULL,NULL,"drop","20130630","tubular; at Kiska epiphyte on Lamlong; Gayle's AK Seaweeds page has pics that convinced me this is what I was seeing; previously C bulligera","brown alga"
"256","Hapalogaster","Hapalogaster","Hapmer",,,"drop","20130630","spiny red crab; changed from H mertensii to genus on 20140622","crab"
"257","Buccinum baerii","Buccinum baerii","Bucbae","73778","Buccinum","73727","20130630","tiny operculum","whelk"
"258","Zostera marina","Zostera marina","Zosmar","39074","Zostera marina","39074","20130630",NULL,"grass"
"259","Pterosiphonia bipinnata","Pterosiphonia bipinnata","Ptebip","13518",,"drop","20130630",NULL,"red alga"
"261","Entodesma navicula","Entodesma navicula","Entnav",NULL,"Entodesma","81910","20130630","ugly clam","bivalve"
"262","Telmessus cheiragonus","Telmessus cheiragonus","Telche","98663","Telmessus cheiragonus","98663","20130705",NULL,"crab"
"263","Gavia pacifica","Gavia pacifica","Gavpac","174475",NULL,"drop","20130705","pacific loon","bird"
"264","Colpomenia peregrina","Colpomenia peregrina","Colper","11426","Colpomenia","11424","20130705","rounded sac shape, papery, often epiphytic","brown alga"
"265","Modiolus modiolus","Modiolus modiolus","Modmod","79501","Modiolus","79500","20130705",NULL,"bivalve"
"266","Onchidoris bilamellata","Onchidoris bilamellata","Oncbil","78394","Onchidoris bilamellata","78394","20130705","spiffy brown and white nudibranch with bumps; originally confused with Aeolidia papillosa; see photos 20120723","nudibranch"
"267","Balanus crenatus","Balanus crenatus","Balcre","89606","Balanus crenatus","89606","20130705",NULL,"barnacle"
"268","Haliclystus","Haliclystus","Halicl","51486",NULL,"drop","20130705","stalked jellyfish; so far unable to ID to species from photos","jellyfish"
"269","TOID RED SEG WORM","TOID RED SEG WORM","XXXXX","xxxxx","Glyceridae","66101","20130705","red to pinkish worm with white lines like segments and longitudinal rows of papillae like legs; photos 20120804;  TUBE?  From Agofnak and Crag Pt; i've narrowed it down to neries or hemipodus; Now i've seen it with it's probiscis? extended and i think its hemipodus","worm"
"270","Dictyosiphon foeniculaceus","Dictyosiphon foeniculaceus","Dicfoe","11085",NULL,"drop","20130705","brown goopy","brown alga"
"271","Margarites beringensis","Margarites beringensis","Marber","69895","Trochidae","69794","20130705","small, flattened, shiny.  On kiska this may include several Margarites spp with the same morphology","snail"
"272","Cirratulus cirratus","Cirratulus cirratus","Circir","67118","Terebellidae","67899","20130705","segmented with fine tentacles","worm"
"273","Enteromorpha","Enteromorpha","Entero","6515","Ulvaceae","6501","20130705","this might be a complex since it includes all light green high shore tubular things, especially near freshwater","green alga"
"274","Saxidomus gigantea","Saxidomus gigantea","Saxgig","568268","Saxidomus gigantea","568268","20130705",NULL,"clam"
"275","Fusitriton oregonensis","Fusitriton oregonensis","Fusore","73018","Fusitriton","73017","20130705",NULL,"whelk"
"276","Elassochirus gilli","Elassochirus gilli","Elagil","97839","Paguridae","97774","20130705","big red hermit","crab"
"277","Chiridota discolor","Chiridota discolor","Chidis","158467","Apodacea","158423","20130705","big translucent gelatinous cucumber","cucumber"
"278","Epiactis sp","Epiactis sp","Epispp",NULL,"Cnidopus japonicus","612100","20130705","largish Epiactis in solid orange and brown like on Sanak; excludes E prolifera.  DUDE look at Cnidopus japonicus which actiniaria.com says is just like Epiactis, and v variable color. but with rectangular tubercles as base of column.  Thats what we have (eg sw019556, sw019568)","anemone"
"279","UID Shrimp Complex","UID Shrimp Complex","ShrCom",NULL,NULL,"drop","20130705","any and all shrimp; are they all in Caridea?","shrimp"
"280","Chorda filum","Chorda filum","Chofil","11214",NULL,"drop","20130705","new name of Chordaria filum","brown alga"
"281","Agarum clathratum","Agarum clathratum","Agacla",NULL,"Agarum","11246","20130705","not in ITIS","brown alga"
"282","Orthasterias koehleri","Orthasterias koehleri","Ortkoe","157270","Orthasterias koehleri","157270","20130705",NULL,"star"
"294","Elassochirus tenuimanus","Elassochirus tenuimanus","Elaten","97837","Paguridae","97774","20130705","big handed hermit, sometimes with light blue and orange, bumps on claws","crab"
"295","UID Pink anemone white lines","UID Pink anemone white lines","UIDPAW",NULL,NULL,"drop","20130705","bright rosy pink anemone with white lines on disc; photo rrs06gp3768 from Sanak","anemone"
"296","Pica hudsonia","Pica hudsonia","Pichud","726117",NULL,"drop","20130706","black-billed magpie","bird"
"297","Saccharina latissima","Saccharina latissima","Saclat","11222","Laminaria","11217","20130706","previously Laminaria saccharina","brown alga"
"298","Protothaca staminea","Protothaca staminea","Prosta","81464","Protothaca staminea","81464","20130706",NULL,"bivalve"
"299","Anisodoris nobilis","Anisodoris nobilis","Aninob","78183","Anisodoris nobilis","78183","20130706","black spots extend onto bumps; up to 8 inches","nudibranch"
"300","Echiurus","Echiurus","Echiur","155053","Echiuridae","155045","20130706","spoonworm","worm"
"301","Nemertea","Nemertea","Nemert","57411",NULL,"drop","20130706","nearly all nemerts.  Big nemerts are probably some combination of Amphiporus, Cerebratulus, and Emplectonema that I cant figure out.  See Harriman and Merriam. 1911. Alaska Nemerteans.","worm"
"302","Nucella lamellosa","Nucella lamellosa","Nuclam","73294","Nucella lamellosa","73294","20130706",NULL,"whelk"
"304","UID Jellyfish","UID Jellyfish","UIDJel",NULL,NULL,"drop","20130706","all big jellyfish that won't try and ID","jellyfish"
"305","Epizoanthus scotinus","Epizoanthus scotinus","Episco","52445",NULL,"drop","20130706","small reddish orange anemone with some white; can be confused with Epi pro on first glance. I think this also includes the ""Orange Anem Long Tents"" that are common on Kiska, without/less white, elongated bodies, long tents.","anemone"
"306","Eudesme virescens","Eudesme virescens","Eudvir","10981",NULL,"drop","20130706","delicate brown, branching like arteries","brown alga"
"307","Melibe leonina","Melibe leonina","Melleo","78525",NULL,"drop","20130706",NULL,"nudibranch"
"308","Harpacticoida","Harpacticoida","Harpac","86110","Harpacticidae","86329","20130706","harpacticoid copepods","copepod"
"309","Constantinea subulifera","Constantinea subulifera","Consub",NULL,NULL,"drop","20130724","Compared to Conros, blades are split and often with veins on underside","red alga"
"310","UID Peachy Tunicate","Peachy Tunicate","UIDPeT",NULL,"Urochordata","158853","20130724","Common around Kodiak; less common in the Rats","tunicate"
"311","TOID Macoma/Tellina Clam","TOID Macoma/Tellina Clam","TOIDMT",NULL,"Macoma","81033","20130724","we're pretty sure these are macomas","bivalve"
"314","UID Pipefish Complex","UID Pipefish Complex","PipCom",NULL,NULL,"drop","20130726","all pipefish","fish"
"315","UID Flatfish Complex","UID Flatfish Complex","FlFCom",NULL,NULL,"drop","20130726","all flatfish","fish"
"316","Enteroctopus dofleini","Enteroctopus dofleini","Entdof","557227","Enteroctopus dofleini","557227","20130726",NULL,"octopus"
"317","Neoptilota asplenioides","Neoptilota asplenioides","Neoasp","13154",NULL,"drop","20130726","a beefy ptilota","red alga"
"318","Metridium","Metridium","Metspp","52736","Metridium","52736","20130924","Big white anemone","anemone"
"319","Tellina lutea","Tellina lutea","Tellut","81076",NULL,"drop","20130924",NULL,"bivalve"
"320","Pyura","Pyura","Pyuspp","159446","Urochordata","158853","20130925","I bet this also includes Boltenia spp","tunicate"
"321","Alaria fistulosa","Alaria fistulosa","Alafis","11292","Alaria","11289","20130928","pneumatocysts in the midrib","brown alga"
"322","Vilasina vernicosa","Vilasina vernicosa","Vilver","568451",NULL,"drop","20130928","small dark brown rounded mussel; likes to attach to kelp and Neoasp; darker color than Musdis; ID based on photo at http://www.bily.com/pnwsc/web-content/Family%20Pages/Bivalves%20-%20Mytilidae.html","bivalve"
"325","Aeolidia papillosa","Aeolidia papillosa","Aeopap","78728","Aeolidia papillosa","78728","20120928","shaggy rug nudibranch","nudibranch"
"327","Solaster dawsoni","Solaster dawsoni","Soldaw","157075","Solaster","157074","20140618","added for belt transect","star"
"328","Laminaria longipes","Laminaria longipes","Lamlon","11217","Laminaria","11217","20140618","Sorta like the northern version of Laminaria sinclarii","brown alga"
"329","Mytilus","Mytilus","Mytilu","79452","Mytilus","79452","20140619",NULL,"bivalve"
"330","Mazzaella parksii","Mazzaella parksii","Mazpar",NULL,"Mazzaella","san14","20140619","shoot in 2014 this likely included a mix of Mazpar and Dilsea spp because I wasn't thinking straight.","red alga"
"331","Littorina","Littorina","Littor","70395","Littorina","70395","20140619","More and more Litts out west (eg L aleutica) that I didn't want to distinguish.  All 2014 Rats data at the level of genus.","snail"
"332","Astyris amiantis","Astyris amiantis","Astami",NULL,NULL,"drop","20140619","Super common small white snail/whelk around Rats, especially in Lamlong holdfasts.  Never saw any longer than ~1cm, but unsure if that's due to predation.  Collected a bunch.  Thought off and on that they could just be baby Bucbae but according to jaxshells they're undoubtedly Astami (jax even has a photo from Kiska).","whelk"
"333","Ptilota","Ptilota","Ptilot",NULL,NULL,"drop","20140619","Finer and whispier than Neoasp.  Gayle as one example on her AK Seaweeds webpage.","red alga"
"334","Agarum Complex","Agarum Complex","AgaCom",NULL,"Agarum","11246","20140619","In 2014 I didn't take note of Agarum spp (yes, there are several; with midrib) vs Thelassiophyllum clathrus (no midrib).  I think most probably Thecla, but can't say for certain","brown alga"
"335","UID White Volcanos","UID White Volcanos","UIDWVo",NULL,"Gymnolaemata","155471","20140619","The white bzoa(?) with volcano-shape holes, creates ridges, sometimes spiky.  Looks like whats called Porella in the AK Fishes book.  Probably multiple species (spiky vs not?).  Perhaps a bzoa, although someone on sanakspp page said they spiky morph is a tunicate.  Uh, why wasn't this in the db already, since it's also at Sanak and Kodiak, right?","bryozoan"
"336","Musculus discors","Musculus discors","Musdis",NULL,NULL,"drop","20140619","small tan colored bivalve; similar to Vilver but ligher and with ridges.  ID based on photo at http://www.bily.com/pnwsc/web-content/Family%20Pages/Bivalves%20-%20Mytilidae.html","bivalve"
"337","Lamellaria","Lamellaria","Lamell",NULL,NULL,"drop","20140619","white snot ball; looks like a nudibranch, but actually a snail with a small shell.  There's debate over whether these critters go in Velutinidae or Marseninidae (in which case the genus would be Marsenina, not Lamellaria). My ID based on info and photos online (eg http://www.seaslugforum.net/find/13816)","snail"
"338","Delesseriaceae","Delesseriaceae","Deless",NULL,NULL,"drop","20140619","Includes Delesseria, Mikamiella, Phycodrys, Tokidadendron.  On datasheets as ""Russian Red"".  Often found eroded by June.  ","red alga"
"339","Cryptopleura Complex","Cryptopleura Complex","RedBlC",NULL,NULL,"drop","20140619","All thin red blades that look like Cryptopleura that can't be distinguished","red alga"
"340","Velutina rubra","Velutina rubra","Velrub","72718","Velutina","72711","20140619","Small red snail looks like a nudibranch Rostanga but with darker back and a tail.  Photos from Kiska.  A perfect match to photo http://www.jaxshells.org/2354.htm from rat isl.","snail"
"341","Cepphus columba","Cepphus columba","Cepcol","176991",NULL,"drop","20140619","Pigeon Guillemot","bird"
"342","Dermaturus mandtii","Dermaturus mandtii","Derman","97927","Dermaturus mandtii","97927","20140620","Called stripey-claw crab in 2014. Larger right claw. Setae on left claw. Easily confused w Oedignathus inermis. Granular body and claw with bumps forming lines (Oedine bumps more shotgun pattern. And no left setae?). In both, bumps sometimes blue. Note, Oedine range to Amchitka so possibly both in rat isls.","crab"
"343","Cryptonatica","Cryptonatica","Crynat",NULL,"Naticidae","72878","20140620","Kiska 2014 are either C affinis or C aleutica.  Online sources say distinction is white body in Cryaff vs brown body in Cryale.  O'Clair says distinction is white patch on shell near operculum of Cryale vs no patch on Cryaff.  Kiska snails are all white with a white patch.","snail"
"344","Crustose Red Alga Complex","Crustose Red Alga Complex","CRACom",NULL,NULL,"drop","20140620","All dull red crusts.  Bright red crusts go with Hildenbrandia.","red alga"
"345","Anas crecca","Anas crecca","Anacre","175081",NULL,"drop","20140620","green winged teal","bird"
"346","Filamentous Green Alga Complex","Filamentous Green Alga Complex","FGAComplex",NULL,"Cladophoraceae","6746","20140620","filamentous green algae that aren't sepd (eg Acrosiphonia)","green alga"
"347","Troglodytes pacificus","Troglodytes pacificus","Tropac","916804",NULL,"drop","20140620","pacific wren.  previously called winter wren, which was split into three spp (by Dave Toews)","bird"
"349","Plocamium","Plocamium","Plocam","11961",NULL,"drop","20140620",NULL,"red alga"
"350","Kornmannia Complex","Kornmannia Complex","KorCom",NULL,"Ulvaceae","6501","20140620","Any little green blade epiphyte on Fucus","green alga"
"351","Sipuncula","Sipuncula","Sipunc","154520","Phascolosomatidae","154883","20140620","Well shoot, apparently Phascalasoma range ends at Kodiak and cant find info on peanut worms in the aleutians.  For now, I think I must call Rat Is peanut worms Sipuncula","worm"
"352","UID Margarites Yellow Knobby Foot","UID Margarites Yellow Knobby Foot","UIDMYK",NULL,"Trochidae","69794","20140620","At Corvie site 143 in 2014, definitely a Margarites, but can't tell which species.  Looks likely to be Margarites vorticifer from photos online.","snail"
"353","UID Peach Octocoral Cushions","UID Peach Octocoral Cushions","UIDPOC",NULL,"Alcyonacea","52016","20140620","An octocoral.  Common on Kiska.  Peachy orangy color and smooth rounded cushion shape (when retracted).  Observed up to ~2 in.  Photo IMGP0033 on 20140517.  Different from the UID bubbly peach-colored octocoral","octocoral"
"354","UID Bubbly Peach Octocoral","UID Bubbly Peach Octocoral","UIDBPO",NULL,"Alcyonacea","52016","20140620","An octocoral.  Common on Kiska.  Bubbly/bulbous protrusions.  Peachy orangy color.  Looks like photo of Gersemia lambi in Williams 2013 (New taxa...alcyonacean octocorals...) saved as a pdf in ratsspp.  Different from the 'peachy cushion' octocoral also found on kiska. See IMGP0172 on 20140528 and IMGP0246 on 20140531.","octocoral"
"355","Leucosticte tephrocotis","Leucosticte tephrocotis","Leutep","179215",NULL,"drop","20140620","Grey crowned rosy finch","bird"
"356","Hexagrammos decagrammus","Hexagrammos decagrammus","Hexdec","167110",NULL,"drop","20140620","kelp greenling","fish"
"357","Sebastes melanops","Sebastes melanops","Sebmel","166727",NULL,"drop","20140620","black rockfish","fish"
"358","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","Hemhem","167279",NULL,"drop","20140620","red irish lord","fish"
"359","Hexagrammos lagocephalus","Hexagrammos lagocephalus","Hexlag","167111",NULL,"drop","20140620","rock greenling","fish"
"360","Somateria mollissima","Somateria mollissima","Sommol","175155",NULL,"drop","20140620","common eider","bird"
"361","Phalacrocorax","Phalacrocorax","Phalac","174714",NULL,"drop","20140620","most at kiska are pelagic cormorants with white patch on side.  Some lacked the white patch which might mean red-faced or brandts(?) or just not yet breeding plumage?  Ugh, Doug says they're tough to distinguish so I'm goin w the genus here","bird"
"362","Caloplaca","Caloplaca","Calopl","14035",NULL,"drop","20140622","Yellow lichen on high shore","lichen"
"363","Pycnogonidae","Pycnogonidae","Pycnog","83661","Pycnogonida","83545","20140622",NULL,"spider"
"364","Hemithirus psittacea","Hemithirus psittacea","Hempsi",NULL,NULL,"drop","20140622","Black lampshell bivalve","brachiopod"
"365","Mergus merganser","Mergus merganser","Mermer","175185",NULL,"drop","20140622","common merganser","bird"
"366","Anas platyrhynchos","Anas platyrhynchos","Anapla","175063",NULL,"drop","20140622","mallard duck","bird"
"367","Branta hutchinsii","Branta hutchinsii","Brahut","714068",NULL,"drop","20140622","cackling goose","bird"
"368","Crossaster papposus","Crossaster papposus","Cropap","157066","Crossaster papposus","157066","20140622",NULL,"star"
"369","UID Hermit Crab Sponge","UID Hermit Crab Sponge","UIDHCS",NULL,NULL,"drop","20140622","The large reddish orange sponge that often serves as a home for hermit crabs.  eg IMGP0613 from Kodiak and in the back of IMGP0193 on Kiska. The AK Fishes book says Suberites ficus but I don't know if I believe that.","sponge"
"370","Calidris ptilocnemis","Calidris ptilocnemis","Calpti","176647",NULL,"drop","20140622","rock sandpiper","bird"
"371","Rattus rattus","Rattus rattus","Ratrat","180362",NULL,"drop","20140623",NULL,"mammal"
"372","UID Purple Anemone Stones On Column","UID Purple Anemone Stones On Column","UIDPAS",NULL,NULL,"drop","20140624","Reasonably common anemone around Kiska. Purplish body and tents with stones on column.  White dots in vertical rows on column.","anemone"
"373","Filamentous Red Alga Complex","Filamentous Red Alga Complex","FRACom",NULL,NULL,"drop","20140624","filamentous red algae that aren't sepd","red alga"
"374","UID Black Green Worm","UID Black Green Worm","UIDBGW",NULL,NULL,"drop","20140624","Distinct deep green and black glossy worm on Kiska with one end being very round/globose and smooth.","worm"
"375","Fratercula","Fratercula","Frater",NULL,NULL,"drop","20140624","Horned and Tufted Puffins.  Tufted has tufts and white bellies.  Horned are all black.  I think most were black/horned, but I guess i'm not certain of that, so entering data for the genus.","bird"
"376","Velutina prolongata","Velutina prolongata","Velpro",NULL,"Velutina","72711","20140624","A snail that sorta looks like a limpet or a slipper snail. Yellow foot.  See photos.","snail"
"377","Sparrow Complex","Sparrow Complex","SpaCom",NULL,NULL,"drop","20140630","I think I'm crap at telling sparrows apart, so they're a group.  As a complex because the genera (Melospiza, Passerella, Passerculus) appear to cross orders","bird"
"378","Falco peregrinus","Falco peregrinus","Falper","175604",NULL,"drop","20140630","peregrine falcon","bird"
